timestamp,lights,fan,ac_status,ac_temperature,ac_mode,heater_switch,laundry_machine,temperature,humidity,distance_from_house,season,ac_energy,ac_duration,heater_energy,heater_duration,lights_energy,lights_duration,laundry_energy,laundry_duration,fan_energy,fan_duration
2020-04-17 08:00:00,off,off,off,22.0,cool,on,off,23.1,18.5,93.5,spring,12.22,52.3,9.21,29.6,6.59,37.1,17.55,94.0,2.26,116.5
2020-04-17 12:00:00,off,off,off,25.0,cool,on,off,24.5,93.0,0.0016,spring,7.79,49.3,9.75,15.2,5.34,90.6,24.03,95.9,6.69,224.7
2020-04-17 14:00:00,off,on,off,24.0,heat,off,off,21.0,32.6,57.6,spring,25.02,110.2,8.55,27.7,5.87,75.5,17.22,155.1,3.54,118.5
2020-04-17 18:00:00,off,off,off,20.0,cool,on,off,23.8,65.7,0.0095,spring,11.21,58.2,9.76,19.5,2.69,45.0,29.59,90.6,2.64,115.7
2020-04-17 20:00:00,on,off,on,22.0,heat,off,on,18.2,90.4,0.0088,spring,19.87,140.4,5.58,24.8,18.18,259.5,32.87,127.7,3.26,114.5
2020-04-18 08:00:00,off,off,on,22.0,heat,on,off,19.4,77.9,30.5,spring,8.29,46.3,7.45,13.8,8.24,33.2,25.02,159.4,3.97,94.0
2020-04-18 12:00:00,off,on,off,26.0,cool,on,off,24.8,30.6,0.0038,spring,13.43,61.6,6.81,28.1,3.24,66.4,10.47,75.1,4.56,218.4
2020-04-18 14:00:00,off,on,off,24.0,heat,on,off,22.8,86.6,43.9,spring,25.68,160.9,6.87,13.7,4.28,30.8,12.38,159.4,2.59,118.1
2020-04-18 18:00:00,off,off,off,20.0,heat,off,off,22.1,85.0,0.0085,spring,12.0,82.1,6.99,20.3,9.62,85.0,35.53,82.9,3.1,72.0
2020-04-18 20:00:00,on,off,off,24.0,cool,off,on,24.6,42.2,0.0043,spring,22.57,134.4,5.28,10.7,16.92,191.3,38.47,34.7,3.82,79.5
2020-04-19 08:00:00,off,off,off,22.0,heat,off,off,22.6,74.5,25.5,spring,9.43,65.0,7.76,22.0,8.06,84.7,23.9,127.2,2.62,63.3
2020-04-19 12:00:00,off,off,off,26.0,heat,off,off,21.8,47.0,0.0081,spring,8.18,84.8,6.73,27.5,7.98,70.1,22.02,161.4,4.45,227.6
2020-04-19 14:00:00,off,off,off,16.0,heat,off,off,20.5,57.8,69.4,spring,27.29,117.4,8.03,22.1,9.17,65.0,35.75,33.1,3.39,63.3
2020-04-19 18:00:00,off,off,on,21.0,heat,on,off,18.3,25.9,0.0042,spring,9.5,87.6,9.59,29.6,8.3,91.6,10.75,114.0,2.77,60.2
2020-04-19 20:00:00,on,on,off,20.0,heat,on,on,21.4,5.7,0.0038,spring,21.34,125.2,5.67,24.8,17.95,231.9,31.91,106.6,2.36,103.7
2020-04-20 08:00:00,off,on,on,17.0,heat,on,off,20.0,60.0,42.5,spring,13.28,80.5,8.05,23.1,5.22,44.7,17.54,80.9,2.98,68.0
2020-04-20 12:00:00,off,on,on,18.0,heat,on,off,18.2,92.7,0.0043,spring,11.94,62.5,6.63,15.7,2.21,46.5,29.85,145.7,5.94,189.5
2020-04-20 14:00:00,off,off,on,20.0,heat,off,off,18.5,56.9,26.6,spring,25.4,101.8,7.24,10.7,9.4,98.5,19.82,169.8,3.54,89.5
2020-04-20 18:00:00,off,off,off,18.0,heat,on,off,21.1,2.2,0.0035,spring,12.87,79.6,9.41,15.9,6.07,98.4,12.16,96.3,2.24,85.6
2020-04-20 20:00:00,on,on,on,18.0,heat,off,on,18.2,94.2,0.0007,spring,26.87,124.7,8.43,20.1,18.51,207.7,27.9,46.2,2.21,76.0
2020-04-21 08:00:00,off,on,on,17.0,heat,on,off,19.8,59.2,53.7,spring,11.41,47.7,5.96,16.4,9.54,94.1,11.64,161.2,3.02,105.9
2020-04-21 12:00:00,off,off,on,21.0,heat,on,off,18.3,36.4,0.0066,spring,11.64,66.2,7.67,27.5,6.89,80.8,30.3,169.3,4.79,195.8
2020-04-21 14:00:00,off,on,on,21.0,heat,on,off,18.7,27.9,85.5,spring,23.83,110.9,7.8,23.6,5.52,58.8,13.22,134.5,3.43,63.6
2020-04-21 18:00:00,off,off,off,29.0,cool,off,off,24.9,52.7,0.004,spring,8.0,85.5,7.48,25.9,9.69,64.8,19.24,105.7,2.48,70.4
2020-04-21 20:00:00,on,on,on,22.0,heat,on,on,18.9,98.1,0.005,spring,21.59,100.1,9.19,26.0,19.39,261.0,13.32,163.0,3.1,64.6
2020-04-22 08:00:00,off,off,on,23.0,heat,on,off,18.5,49.5,36.5,spring,9.49,47.9,6.74,20.2,4.82,68.0,23.21,111.4,3.03,91.5
2020-04-22 12:00:00,off,on,off,23.0,cool,on,off,23.6,66.6,0.0089,spring,9.83,47.0,8.89,15.1,8.9,54.0,36.47,107.1,6.34,199.1
2020-04-22 14:00:00,off,on,off,19.0,heat,off,off,22.4,0.2,20.1,spring,25.54,177.4,8.36,23.0,6.09,51.0,24.16,71.7,2.26,63.0
2020-04-22 18:00:00,off,on,off,25.0,heat,on,off,20.4,66.2,0.0027,spring,12.98,45.3,5.64,26.6,4.61,41.8,11.67,77.5,3.36,72.4
2020-04-22 20:00:00,on,off,on,19.0,heat,off,on,18.4,14.2,0.0051,spring,25.47,135.1,6.55,11.9,19.19,238.0,37.78,139.8,2.67,89.2
2020-04-23 08:00:00,off,on,off,24.0,heat,off,off,22.8,9.6,65.7,spring,12.48,67.6,6.86,10.0,4.19,99.1,11.44,156.9,3.31,81.5
2020-04-23 12:00:00,off,on,off,18.0,heat,on,off,20.5,89.0,0.0057,spring,11.54,54.4,9.72,23.9,7.88,116.2,20.44,71.7,6.46,229.3
2020-04-23 14:00:00,off,on,on,17.0,heat,on,off,19.6,32.7,29.5,spring,18.18,176.5,7.45,11.4,6.81,40.7,12.91,102.9,3.53,69.2
2020-04-23 18:00:00,off,on,on,16.0,heat,off,off,19.5,63.5,0.0067,spring,9.12,80.5,9.54,13.7,7.0,50.1,28.94,124.4,2.01,114.1
2020-04-23 20:00:00,on,on,on,20.0,heat,off,on,18.3,59.3,0.0091,spring,28.77,178.6,9.13,24.7,17.15,228.3,14.82,41.6,3.26,78.3
2020-04-24 08:00:00,off,off,on,22.0,heat,on,off,19.7,54.7,97.6,spring,11.19,52.0,7.5,18.5,7.93,39.7,33.95,153.7,3.99,74.4
2020-04-24 12:00:00,off,off,off,18.0,heat,on,off,22.6,88.2,0.0091,spring,14.28,64.2,8.01,14.3,7.32,49.6,37.28,162.3,5.4,185.4
2020-04-24 14:00:00,off,on,off,23.0,heat,off,off,21.9,2.2,45.5,spring,19.31,168.3,7.22,11.7,5.69,102.4,36.48,141.6,3.73,115.1
2020-04-24 18:00:00,off,on,on,20.0,heat,on,off,18.1,17.8,0.008,spring,10.83,66.4,8.99,16.2,9.84,118.9,29.89,82.4,3.04,110.8
2020-04-24 20:00:00,on,on,off,17.0,heat,off,on,21.7,4.5,0.0029,spring,29.02,148.5,6.9,24.5,19.46,221.0,37.35,143.8,3.36,114.4
2020-04-25 08:00:00,off,on,off,20.0,heat,on,off,21.3,70.1,74.8,spring,14.92,86.6,7.83,27.4,3.43,82.0,28.43,128.1,3.37,105.0
2020-04-25 12:00:00,off,off,off,18.0,heat,on,off,20.1,43.0,0.0035,spring,14.16,55.1,7.14,28.2,7.11,85.9,27.95,82.5,5.65,234.4
2020-04-25 14:00:00,off,on,off,18.0,heat,off,off,22.4,86.6,61.9,spring,22.13,159.9,6.96,18.9,4.1,35.8,28.39,142.6,2.65,116.4
2020-04-25 18:00:00,off,off,on,16.0,heat,on,off,18.3,74.0,0.0062,spring,7.67,85.6,7.5,26.8,4.62,52.4,14.98,151.9,3.6,78.6
2020-04-25 20:00:00,on,off,on,16.0,heat,on,on,19.7,26.0,0.0071,spring,24.08,176.2,9.12,16.8,19.77,220.4,25.74,32.2,2.11,114.8
2020-04-26 08:00:00,off,on,off,19.0,heat,on,off,22.2,92.4,31.2,spring,10.37,51.3,9.05,23.3,8.96,44.4,10.72,162.9,3.82,77.9
2020-04-26 12:00:00,off,on,off,19.0,heat,off,off,21.8,87.2,0.0057,spring,8.2,76.6,8.21,20.2,4.14,33.2,13.98,77.2,6.33,213.8
2020-04-26 14:00:00,off,off,off,23.0,cool,on,off,24.3,21.1,82.0,spring,22.57,151.4,7.22,16.6,4.41,87.7,34.97,118.8,2.72,74.9
2020-04-26 18:00:00,off,off,on,22.0,heat,off,off,18.7,19.4,0.0009,spring,9.9,62.1,9.97,26.9,5.82,100.0,16.25,45.2,2.94,87.5
2020-04-26 20:00:00,on,on,off,20.0,cool,off,on,24.7,55.5,0.0067,spring,23.88,141.8,6.33,20.4,14.37,223.6,33.37,151.2,3.92,101.2
2020-04-27 08:00:00,off,off,off,22.0,heat,off,off,22.5,45.3,60.1,spring,8.9,54.4,9.83,17.5,7.06,81.3,19.95,87.1,2.25,91.1
2020-04-27 12:00:00,off,on,off,26.0,heat,on,off,22.9,36.3,0.0066,spring,7.72,69.0,8.59,28.1,3.65,72.0,11.63,44.0,6.21,181.8
2020-04-27 14:00:00,off,off,off,20.0,cool,off,off,23.5,53.5,25.6,spring,20.1,120.0,6.46,12.5,5.35,46.9,33.04,85.6,3.65,82.0
2020-04-27 18:00:00,off,on,off,21.0,cool,off,off,24.7,37.4,0.0056,spring,9.8,74.5,8.77,14.7,3.66,111.8,11.85,101.9,2.83,64.3
2020-04-27 20:00:00,on,on,off,25.0,cool,on,on,23.8,11.7,0.007,spring,18.18,164.1,6.56,11.0,10.98,225.6,15.67,114.8,2.84,108.5
2020-04-28 08:00:00,off,on,off,26.0,cool,off,off,23.6,42.7,91.8,spring,13.87,86.6,5.83,18.8,7.76,81.5,20.75,37.0,3.83,76.5
2020-04-28 12:00:00,off,off,on,20.0,heat,off,off,19.3,21.4,0.0003,spring,13.69,77.4,7.64,15.7,5.02,72.9,32.54,69.0,5.43,202.6
2020-04-28 14:00:00,off,on,off,28.0,cool,off,off,24.3,56.7,64.6,spring,21.62,147.6,9.43,24.9,7.87,42.5,34.57,68.5,3.6,106.6
2020-04-28 18:00:00,off,off,off,20.0,heat,off,off,20.3,7.3,0.0042,spring,10.87,74.2,6.33,25.4,9.55,36.3,20.92,30.4,3.12,117.2
2020-04-28 20:00:00,on,on,off,21.0,cool,off,on,23.7,35.3,0.0013,spring,18.05,102.6,9.32,19.7,13.6,231.3,39.65,120.8,2.93,84.7
2020-04-29 08:00:00,off,off,on,19.0,heat,off,off,19.2,76.2,74.2,spring,8.1,79.5,5.09,21.4,3.2,82.8,24.16,110.5,3.7,70.5
2020-04-29 12:00:00,off,on,off,20.0,cool,on,off,24.5,26.5,0.0019,spring,8.87,53.3,5.79,24.9,8.94,78.1,38.22,133.7,6.88,184.1
2020-04-29 14:00:00,off,off,off,24.0,heat,on,off,22.2,44.1,74.9,spring,17.44,133.8,6.58,13.7,3.65,103.1,15.2,137.0,2.47,81.7
2020-04-29 18:00:00,off,on,on,20.0,heat,off,off,18.1,2.3,0.0096,spring,9.92,85.6,5.89,15.4,2.31,35.3,27.39,144.4,3.33,99.0
2020-04-29 20:00:00,on,off,off,27.0,cool,on,on,23.8,82.2,0.0074,spring,24.66,178.6,6.44,12.9,12.42,255.9,27.73,175.0,2.13,87.4
2020-04-30 08:00:00,off,off,off,25.0,heat,on,off,21.4,15.9,44.9,spring,10.37,84.5,8.65,14.7,5.21,107.6,32.06,69.3,3.78,62.0
2020-04-30 12:00:00,off,off,on,17.0,heat,on,off,19.8,72.4,0.0087,spring,7.8,83.7,9.45,10.5,8.8,117.6,36.03,179.4,6.03,225.1
2020-04-30 14:00:00,off,off,off,24.0,heat,on,off,20.6,58.6,25.5,spring,18.11,163.2,8.28,23.3,7.85,108.1,25.26,137.0,2.99,72.4
2020-04-30 18:00:00,off,on,off,21.0,heat,on,off,22.2,51.4,0.005,spring,10.33,78.5,8.06,16.9,7.28,50.4,29.5,140.0,2.19,84.5
2020-04-30 20:00:00,on,off,off,22.0,cool,off,on,24.6,65.3,0.0021,spring,24.08,99.1,6.04,15.8,15.14,266.5,22.63,117.3,2.25,65.9
2020-05-01 08:00:00,off,off,on,19.0,heat,on,off,18.8,1.1,29.8,spring,9.32,53.6,7.17,14.3,6.09,96.7,35.97,155.7,2.35,119.0
2020-05-01 12:00:00,off,on,off,22.0,heat,off,off,21.7,73.7,0.0072,spring,13.33,71.6,6.66,28.1,8.6,64.9,32.96,140.0,6.02,200.9
2020-05-01 14:00:00,off,on,off,20.0,heat,on,off,22.0,68.5,51.6,spring,26.69,139.7,5.57,25.0,4.01,105.5,28.21,177.5,2.85,118.9
2020-05-01 18:00:00,off,on,off,20.0,heat,on,off,21.7,44.7,0.0035,spring,9.95,67.5,5.69,21.8,6.32,91.4,39.11,77.5,2.81,111.8
2020-05-01 20:00:00,on,off,on,18.0,heat,off,on,18.2,12.3,0.0042,spring,23.79,142.9,7.1,13.4,17.08,192.6,29.24,106.1,2.06,98.0
2020-05-02 08:00:00,off,off,off,25.0,heat,on,off,22.2,8.4,81.2,spring,8.26,70.8,7.11,25.4,3.99,56.7,36.81,36.4,3.44,116.8
2020-05-02 12:00:00,off,on,off,29.0,cool,on,off,24.8,21.6,0.0095,spring,7.59,51.0,5.86,11.1,6.98,66.6,33.29,103.0,6.55,186.8
2020-05-02 14:00:00,off,off,on,23.0,heat,off,off,19.1,97.6,72.8,spring,20.24,114.0,8.5,21.5,3.69,39.5,19.78,66.2,2.78,60.7
2020-05-02 18:00:00,off,on,off,24.0,cool,on,off,23.8,76.9,0.0039,spring,10.13,82.2,7.03,16.4,4.86,65.9,10.56,178.6,3.03,64.2
2020-05-02 20:00:00,on,on,off,25.0,cool,on,on,24.5,47.3,0.0043,spring,15.09,147.5,6.74,21.5,15.3,194.2,11.21,122.3,3.55,110.8
2020-05-03 08:00:00,off,on,on,19.0,heat,off,off,19.3,97.5,53.1,spring,13.74,66.7,8.81,27.2,5.0,51.4,17.29,99.9,2.37,115.7
2020-05-03 12:00:00,off,off,off,24.0,heat,off,off,21.7,34.2,0.0081,spring,9.91,65.2,8.69,20.5,3.54,98.4,37.49,76.4,4.86,180.5
2020-05-03 14:00:00,off,on,off,20.0,heat,off,off,20.6,82.5,49.4,spring,18.25,122.5,8.61,23.0,2.88,68.8,24.2,92.7,2.7,75.5
2020-05-03 18:00:00,off,off,on,22.0,heat,off,off,18.4,16.2,0.0097,spring,11.76,80.5,7.4,28.9,5.75,80.8,33.21,31.1,3.05,60.3
2020-05-03 20:00:00,on,off,off,25.0,heat,on,on,22.8,35.4,0.0068,spring,20.25,129.0,7.64,26.8,11.27,231.6,36.11,38.5,3.37,67.2
2020-05-04 08:00:00,off,on,off,23.0,cool,off,off,23.7,92.8,52.5,spring,12.1,67.2,6.28,19.6,9.19,35.3,19.81,74.0,2.68,101.6
2020-05-04 12:00:00,off,on,off,28.0,cool,off,off,24.7,53.8,0.0033,spring,12.79,62.7,8.16,26.3,5.95,96.6,24.94,37.8,5.32,199.2
2020-05-04 14:00:00,off,on,on,19.0,heat,on,off,19.5,10.5,66.3,spring,29.81,164.5,7.08,24.1,5.76,98.3,16.13,54.4,3.14,62.3
2020-05-04 18:00:00,off,off,off,25.0,heat,off,off,23.0,97.7,0.0093,spring,13.72,82.4,8.55,20.6,2.07,110.3,21.93,45.3,3.31,62.8
2020-05-04 20:00:00,on,off,off,17.0,heat,off,on,20.7,74.4,0.0045,spring,29.5,135.9,9.2,20.2,17.49,188.5,10.95,74.7,2.17,102.7
2020-05-05 08:00:00,off,on,off,29.0,cool,off,off,23.8,81.6,22.5,spring,12.7,57.0,7.83,22.6,6.56,119.4,21.36,85.9,2.59,84.2
2020-05-05 12:00:00,off,on,on,24.0,heat,off,off,19.3,90.1,0.0095,spring,13.89,49.2,8.31,19.0,9.58,47.2,17.99,68.5,6.9,209.5
2020-05-05 14:00:00,off,on,on,21.0,heat,on,off,19.9,26.5,62.8,spring,26.53,167.5,6.4,11.2,5.66,98.2,27.06,120.0,3.39,88.7
2020-05-05 18:00:00,off,on,on,20.0,heat,off,off,18.3,83.5,0.0083,spring,14.76,89.9,8.64,14.2,2.62,54.1,10.08,141.6,2.04,63.5
2020-05-05 20:00:00,on,on,off,24.0,cool,on,on,24.8,57.8,0.0004,spring,16.17,153.4,6.51,10.3,19.0,231.1,14.17,156.8,3.15,107.5
2020-05-06 08:00:00,off,off,on,18.0,heat,on,off,19.0,64.7,37.3,spring,11.51,87.4,7.91,17.1,9.52,71.0,29.32,111.1,2.71,83.4
2020-05-06 12:00:00,off,on,off,26.0,cool,on,off,23.4,55.9,0.0059,spring,11.06,73.6,5.93,26.2,9.72,64.8,18.19,64.1,5.87,237.7
2020-05-06 14:00:00,off,on,off,21.0,cool,on,off,23.5,81.0,84.2,spring,16.88,110.6,8.41,14.5,9.37,74.1,35.96,87.1,2.63,68.1
2020-05-06 18:00:00,off,on,off,26.0,heat,off,off,22.1,63.6,0.0011,spring,10.76,61.0,7.68,25.9,3.8,95.8,30.24,176.3,2.66,71.1
2020-05-06 20:00:00,on,off,on,16.0,heat,off,on,18.2,25.9,0.0088,spring,25.39,113.1,5.68,15.8,17.27,211.8,33.07,178.8,3.54,114.3
2020-05-07 08:00:00,off,off,on,22.0,heat,off,off,19.0,46.4,97.6,spring,11.05,75.4,6.03,19.8,5.51,54.4,12.97,68.2,3.9,91.3
2020-05-07 12:00:00,off,on,off,26.0,cool,on,off,23.6,68.4,0.0057,spring,7.98,80.4,8.07,22.9,7.49,37.8,15.31,63.4,6.1,202.3
2020-05-07 14:00:00,off,off,off,18.0,heat,on,off,21.7,79.6,90.9,spring,22.7,134.9,8.98,10.3,5.62,106.0,23.5,167.3,2.96,71.9
2020-05-07 18:00:00,off,off,on,23.0,heat,off,off,18.4,77.3,0.0094,spring,9.48,57.2,7.1,23.1,8.44,96.3,29.62,30.8,3.91,97.5
2020-05-07 20:00:00,on,off,off,20.0,heat,on,on,21.2,27.6,0.0099,spring,28.87,113.9,9.75,20.3,18.64,235.1,20.97,93.9,3.87,84.2
2020-05-08 08:00:00,off,off,off,25.0,heat,on,off,20.3,87.5,99.8,spring,8.65,54.9,6.55,19.0,7.74,93.4,31.74,101.9,3.16,77.1
2020-05-08 12:00:00,off,on,off,25.0,cool,off,off,24.1,35.3,0.0038,spring,8.57,88.2,5.8,20.6,2.61,46.1,31.59,56.1,4.68,181.7
2020-05-08 14:00:00,off,on,off,18.0,heat,on,off,20.3,78.1,56.0,spring,20.27,162.7,8.12,15.3,2.88,107.9,32.08,81.8,2.62,78.0
2020-05-08 18:00:00,off,on,on,18.0,heat,on,off,18.9,26.7,0.0001,spring,8.95,85.6,7.15,14.4,9.17,100.0,11.72,163.2,2.71,107.9
2020-05-08 20:00:00,on,on,off,21.0,heat,off,on,21.7,53.3,0.0007,spring,21.42,159.0,5.32,19.1,10.16,199.7,26.8,85.1,2.5,118.9
2020-05-09 08:00:00,off,on,on,23.0,heat,off,off,19.3,82.4,93.9,spring,9.87,59.8,8.44,11.3,2.73,70.1,23.96,62.9,3.64,98.7
2020-05-09 12:00:00,off,off,off,23.0,cool,off,off,23.5,3.1,0.0036,spring,11.24,61.8,6.48,12.4,2.84,90.4,13.14,70.7,6.92,195.8
2020-05-09 14:00:00,off,on,on,20.0,heat,off,off,19.2,27.7,28.8,spring,26.6,91.7,6.56,15.4,5.89,109.4,37.95,138.4,2.08,86.7
2020-05-09 18:00:00,off,on,off,18.0,heat,on,off,20.7,38.5,0.0093,spring,8.55,57.6,6.28,18.5,2.08,50.7,12.36,41.9,2.63,82.4
2020-05-09 20:00:00,on,on,off,21.0,heat,off,on,22.9,97.5,0.0059,spring,21.17,157.0,5.36,10.5,10.25,270.8,31.42,131.8,2.54,62.3
2020-05-10 08:00:00,off,off,off,22.0,cool,on,off,24.7,38.2,93.9,spring,12.16,46.7,8.01,29.3,9.83,67.1,15.61,103.4,2.58,108.1
2020-05-10 12:00:00,off,on,on,20.0,heat,off,off,18.1,16.5,0.0025,spring,14.18,84.3,5.22,25.7,8.49,111.4,12.42,36.3,5.96,182.2
2020-05-10 14:00:00,off,on,off,17.0,heat,off,off,21.6,9.9,27.1,spring,15.91,168.9,9.6,18.8,4.62,53.4,25.32,176.5,3.79,119.9
2020-05-10 18:00:00,off,off,off,25.0,heat,off,off,21.4,73.2,0.0019,spring,14.01,82.7,9.78,27.7,7.93,63.3,19.32,88.3,2.82,118.9
2020-05-10 20:00:00,on,off,on,18.0,heat,on,on,18.3,54.1,0.005,spring,18.84,123.6,5.89,29.8,17.85,206.0,33.5,47.8,3.35,115.7
2020-05-11 08:00:00,off,on,on,23.0,heat,on,off,19.5,65.0,79.2,spring,7.9,50.8,6.96,18.4,2.5,111.7,28.13,162.8,3.56,86.5
2020-05-11 12:00:00,off,off,off,22.0,cool,on,off,23.3,31.0,0.0061,spring,9.53,89.2,5.68,11.5,3.76,117.8,20.72,72.4,6.91,209.3
2020-05-11 14:00:00,off,on,off,22.0,heat,off,off,20.9,9.7,43.8,spring,21.1,157.4,6.55,25.1,7.74,116.8,20.59,73.0,2.2,94.1
2020-05-11 18:00:00,off,on,off,21.0,heat,off,off,22.4,10.9,0.0006,spring,9.88,64.1,7.11,23.6,8.62,69.9,25.65,132.6,3.01,90.6
2020-05-11 20:00:00,on,on,off,17.0,heat,off,on,20.2,26.9,0.0093,spring,24.38,129.1,8.8,20.5,15.13,299.2,30.63,129.4,3.14,61.8
2020-05-12 08:00:00,off,off,on,22.0,heat,off,off,18.0,71.7,83.2,spring,13.29,77.3,5.3,12.6,7.6,45.3,22.88,160.3,3.15,105.5
2020-05-12 12:00:00,off,on,off,21.0,cool,off,off,23.7,16.6,0.0038,spring,14.21,62.4,5.29,16.0,7.14,30.7,20.47,150.5,5.58,199.0
2020-05-12 14:00:00,off,off,off,28.0,cool,on,off,24.1,76.0,98.1,spring,27.74,168.1,6.51,12.4,2.38,105.7,31.17,170.9,2.03,110.2
2020-05-12 18:00:00,off,off,off,19.0,cool,off,off,24.1,36.4,16.9,spring,8.46,77.3,6.09,20.5,6.5,87.8,28.5,139.3,2.23,63.1
2020-05-12 20:00:00,on,off,off,28.0,cool,off,on,24.9,74.7,0.009,spring,27.84,161.0,9.51,14.8,19.74,251.7,26.62,51.6,2.47,77.1
2020-05-13 08:00:00,off,on,off,25.0,cool,off,off,24.2,8.5,45.9,spring,13.58,67.3,5.35,20.1,2.24,32.1,37.98,71.9,2.73,77.0
2020-05-13 12:00:00,off,on,on,16.0,heat,off,off,18.8,35.7,5.4,spring,12.31,87.1,8.74,15.3,7.16,118.9,26.24,131.7,6.45,224.1
2020-05-13 14:00:00,off,on,off,20.0,cool,on,off,24.5,6.4,94.7,spring,29.47,150.0,9.72,10.6,8.92,90.5,37.57,146.1,3.75,108.6
2020-05-13 18:00:00,off,off,off,26.0,heat,off,off,23.0,26.2,0.0024,spring,10.31,84.6,8.46,25.1,5.3,43.5,30.49,54.5,2.89,74.0
2020-05-13 20:00:00,on,on,on,23.0,heat,off,on,19.3,7.1,0.0079,spring,25.03,138.7,8.61,18.3,14.73,221.1,20.05,152.7,2.14,88.4
