timestamp,lights,fan,ac_status,ac_temperature,ac_mode,heater_switch,laundry_machine,temperature,humidity,distance,season,ac_energy,ac_duration,heater_energy,heater_duration,lights_energy,lights_duration,laundry_energy,laundry_duration
2020-04-15 20:00:00,on,off,off,20.0,heat,off,on,20.3,16.5,0.0068,spring,29.54,96.1,9.87,23.3,13.86,259.2,30.94,41.9
2020-04-16 08:00:00,off,on,on,23.0,heat,off,off,19.0,64.1,78.6,spring,14.01,84.0,9.8,12.9,8.61,72.5,25.59,133.6
2020-04-16 12:00:00,off,on,off,26.0,cool,off,off,24.5,70.0,0.0059,spring,12.0,68.7,8.2,18.1,4.28,77.3,35.28,37.8
2020-04-16 14:00:00,off,off,off,26.0,heat,on,off,21.3,8.3,26.1,spring,28.8,90.6,7.38,21.4,8.28,31.4,10.23,52.6
2020-04-16 18:00:00,off,off,on,23.0,heat,on,off,19.6,12.9,0.0047,spring,13.41,82.1,9.58,13.5,2.84,100.4,30.26,139.9
2020-04-16 20:00:00,on,off,off,26.0,heat,on,on,21.5,50.5,0.0027,spring,22.5,168.1,7.44,28.0,17.9,260.1,12.3,117.7
2020-04-17 08:00:00,off,off,on,18.0,heat,on,off,19.4,51.8,86.2,spring,10.48,65.2,9.91,13.6,8.48,84.2,33.98,43.6
2020-04-17 12:00:00,off,on,on,23.0,heat,on,off,19.9,51.4,0.0089,spring,14.53,82.2,7.96,27.0,9.87,37.2,22.0,145.3
2020-04-17 14:00:00,off,on,off,23.0,cool,on,off,24.9,25.0,59.7,spring,23.97,132.3,7.69,28.3,2.55,70.9,17.49,129.5
2020-04-17 18:00:00,off,off,off,29.0,cool,on,off,24.5,66.6,0.0014,spring,12.02,70.3,5.87,24.2,8.02,44.9,26.9,113.8
2020-04-17 20:00:00,on,off,on,17.0,heat,off,on,18.3,42.0,0.0097,spring,26.68,91.2,5.39,10.4,19.49,195.6,11.51,77.6
2020-04-18 08:00:00,off,off,on,17.0,heat,on,off,19.7,2.3,59.8,spring,11.04,68.3,6.68,21.4,9.91,106.7,14.47,50.1
2020-04-18 12:00:00,off,on,on,17.0,heat,off,off,18.2,68.7,0.0053,spring,9.06,71.5,9.62,28.0,9.12,74.9,39.78,161.5
2020-04-18 14:00:00,off,on,off,24.0,cool,off,off,24.1,67.8,62.9,spring,20.1,91.2,7.73,13.7,4.71,104.2,12.39,169.8
2020-04-18 18:00:00,off,off,on,19.0,heat,on,off,19.5,33.7,0.0027,spring,11.57,73.6,5.32,14.1,7.89,65.7,21.0,166.0
2020-04-18 20:00:00,on,on,off,26.0,cool,on,on,24.0,38.4,0.009,spring,27.03,134.3,7.79,25.6,17.33,244.1,11.26,174.6
2020-04-19 08:00:00,off,on,off,20.0,heat,on,off,21.2,80.5,48.8,spring,13.27,86.1,5.44,20.9,2.12,80.4,22.95,157.9
2020-04-19 12:00:00,off,on,off,28.0,cool,off,off,23.9,60.5,0.005,spring,13.24,56.6,8.0,22.5,4.84,69.3,37.76,139.2
2020-04-19 14:00:00,off,on,on,23.0,heat,on,off,19.8,99.3,44.6,spring,19.06,161.0,8.4,15.3,3.04,101.1,31.22,119.4
2020-04-19 18:00:00,off,off,on,19.0,heat,on,off,19.9,19.1,7.8,spring,10.6,86.2,5.21,11.8,6.01,107.7,17.59,157.2
2020-04-19 20:00:00,on,off,on,16.0,heat,on,on,19.9,39.8,0.0091,spring,17.65,140.8,7.58,12.5,15.69,262.6,14.75,86.4
2020-04-20 08:00:00,off,off,off,24.0,heat,off,off,22.4,76.8,93.8,spring,8.03,85.8,9.53,18.2,7.91,50.2,16.62,55.8
2020-04-20 12:00:00,off,on,on,18.0,heat,on,off,18.2,48.1,0.0047,spring,11.03,67.8,7.52,26.4,5.26,118.6,23.36,95.0
2020-04-20 14:00:00,off,off,on,17.0,heat,off,off,18.1,19.6,72.5,spring,16.24,98.3,6.44,14.3,3.89,118.2,19.49,109.2
2020-04-20 18:00:00,off,on,off,27.0,cool,off,off,24.4,34.1,0.0032,spring,14.51,61.8,5.98,25.1,7.53,34.3,12.53,36.6
2020-04-20 20:00:00,on,on,off,19.0,heat,on,on,20.1,27.7,0.0082,spring,17.84,174.1,6.89,15.1,13.35,243.4,11.5,72.8
2020-04-21 08:00:00,off,off,off,18.0,heat,on,off,21.7,39.4,73.4,spring,14.65,62.4,5.26,22.2,7.92,103.3,27.98,91.8
2020-04-21 12:00:00,off,on,off,26.0,cool,off,off,23.2,28.5,0.0043,spring,9.59,52.6,7.69,23.9,6.8,44.2,15.08,173.7
2020-04-21 14:00:00,off,on,on,23.0,heat,on,off,19.5,0.4,80.9,spring,18.78,92.0,5.22,23.3,5.67,40.2,16.78,79.4
2020-04-21 18:00:00,off,on,off,21.0,heat,off,off,21.0,37.2,0.0017,spring,13.24,49.0,5.33,10.8,5.04,66.4,35.61,135.7
2020-04-21 20:00:00,on,off,on,21.0,heat,on,on,19.0,87.0,0.0047,spring,20.1,174.2,7.79,21.5,18.47,290.0,32.28,138.2
2020-04-22 08:00:00,off,off,off,25.0,heat,off,off,20.9,99.5,64.6,spring,10.07,71.6,6.58,10.6,5.54,81.7,30.77,141.2
2020-04-22 12:00:00,off,on,off,21.0,heat,off,off,22.3,69.5,0.0063,spring,9.48,77.2,9.56,29.3,9.88,34.7,20.4,90.0
2020-04-22 14:00:00,off,off,off,18.0,heat,on,off,20.8,67.1,60.7,spring,26.63,102.7,6.68,23.5,8.59,70.1,22.47,135.0
2020-04-22 18:00:00,off,on,on,16.0,heat,off,off,18.5,0.1,0.0096,spring,10.42,60.2,8.43,16.2,2.68,57.8,17.87,49.8
2020-04-22 20:00:00,on,on,off,21.0,heat,off,off,22.8,9.6,1.3,spring,23.87,179.6,5.43,27.9,16.1,183.9,11.07,165.8
2020-04-23 08:00:00,off,on,off,27.0,cool,on,off,24.1,29.4,84.8,spring,14.84,84.5,7.51,25.1,3.35,58.5,29.22,126.6
2020-04-23 12:00:00,off,on,off,21.0,cool,on,off,23.6,54.6,0.0052,spring,14.66,47.9,9.61,22.3,3.46,31.5,12.1,121.0
2020-04-23 14:00:00,off,off,off,21.0,cool,on,off,24.8,42.8,27.9,spring,28.34,149.6,8.89,23.0,6.98,117.7,34.52,71.3
2020-04-23 18:00:00,off,off,off,25.0,cool,on,off,23.8,35.2,19.2,spring,12.4,67.3,5.6,24.8,2.29,111.5,37.14,62.1
2020-04-23 20:00:00,on,on,off,26.0,cool,off,on,23.4,43.5,0.0033,spring,21.82,177.5,8.88,18.4,10.01,228.3,36.4,142.1
2020-04-24 08:00:00,off,on,off,25.0,cool,off,off,23.5,48.3,33.2,spring,7.61,77.6,8.54,25.5,3.53,75.4,14.4,102.6
2020-04-24 12:00:00,off,on,off,19.0,cool,on,off,23.3,47.6,0.0028,spring,13.8,81.4,5.93,13.1,8.32,43.6,31.77,105.0
2020-04-24 14:00:00,off,off,off,23.0,cool,on,off,23.7,48.2,76.0,spring,28.03,174.0,9.37,24.6,7.84,72.2,29.22,31.7
2020-04-24 18:00:00,off,on,on,20.0,heat,off,off,19.7,33.1,0.0052,spring,11.88,76.0,8.08,12.8,7.4,88.4,22.86,170.7
2020-04-24 20:00:00,on,off,off,29.0,cool,off,on,24.2,27.0,0.0063,spring,21.82,112.4,7.36,12.1,19.03,256.4,15.85,175.5
2020-04-25 08:00:00,off,off,on,21.0,heat,off,off,19.6,92.2,91.0,spring,14.73,84.2,6.09,19.1,2.11,99.4,33.39,47.0
2020-04-25 12:00:00,off,off,off,24.0,heat,on,off,20.7,49.7,0.0015,spring,9.41,57.0,6.01,30.0,4.65,103.6,14.76,140.1
2020-04-25 14:00:00,off,off,off,21.0,heat,on,off,20.8,17.0,27.8,spring,26.06,139.4,6.18,21.6,9.38,119.8,23.93,114.2
2020-04-25 18:00:00,off,off,off,26.0,heat,off,off,22.6,33.0,0.0027,spring,12.08,66.8,7.89,29.0,5.54,55.8,26.62,58.5
2020-04-25 20:00:00,on,off,off,19.0,heat,off,on,22.1,9.9,0.0058,spring,24.43,135.5,9.27,14.9,12.27,222.0,24.83,168.6
2020-04-26 08:00:00,off,off,off,27.0,cool,off,off,24.3,96.0,97.4,spring,10.85,89.9,9.71,18.6,4.21,67.7,27.95,66.1
2020-04-26 12:00:00,off,off,off,20.0,heat,on,off,21.8,2.4,0.0073,spring,10.51,67.5,9.43,25.6,6.09,62.3,35.68,111.1
2020-04-26 14:00:00,off,off,off,18.0,heat,on,off,21.1,91.0,50.3,spring,19.26,123.3,7.1,22.1,6.71,44.8,10.81,172.6
2020-04-26 18:00:00,off,on,on,20.0,heat,off,off,18.6,15.3,0.0077,spring,13.62,53.9,5.45,18.3,9.96,113.7,38.46,168.2
2020-04-26 20:00:00,on,off,off,25.0,cool,on,off,24.9,34.0,10.6,spring,20.66,160.7,9.65,21.2,12.45,215.7,14.31,60.3
2020-04-27 08:00:00,off,off,off,23.0,heat,on,off,20.9,21.9,61.5,spring,9.46,46.1,5.0,12.1,3.64,95.3,11.34,175.8
2020-04-27 12:00:00,off,off,off,19.0,cool,off,off,24.1,60.0,0.0001,spring,12.74,87.9,5.96,10.1,9.45,115.2,13.83,30.2
2020-04-27 14:00:00,off,on,off,21.0,cool,on,off,24.6,78.8,57.3,spring,17.07,165.0,8.36,25.3,3.09,88.0,12.0,177.2
2020-04-27 18:00:00,off,on,off,22.0,heat,on,off,20.8,31.7,0.0022,spring,13.32,78.2,5.16,11.7,9.32,113.9,14.98,122.3
2020-04-27 20:00:00,on,on,off,25.0,cool,off,on,23.2,5.6,0.0062,spring,18.12,147.0,8.82,24.5,11.26,252.1,26.23,170.0
2020-04-28 08:00:00,off,off,off,18.0,heat,off,off,21.3,44.8,51.2,spring,9.14,47.9,6.01,16.5,5.95,67.2,38.26,155.9
2020-04-28 12:00:00,off,off,on,20.0,heat,on,off,18.0,69.6,0.0003,spring,8.67,87.2,7.13,27.8,4.23,35.2,30.28,64.0
2020-04-28 14:00:00,off,on,off,28.0,cool,off,off,24.8,1.9,69.2,spring,24.95,140.0,6.82,11.6,3.46,93.0,18.16,101.0
2020-04-28 18:00:00,off,off,off,19.0,cool,on,off,23.8,96.9,0.0008,spring,9.39,57.5,7.81,19.8,7.04,114.0,17.29,131.4
2020-04-28 20:00:00,on,off,off,19.0,cool,on,on,23.5,52.8,0.005,spring,16.8,90.5,6.13,27.9,10.49,184.2,17.42,163.6
2020-04-29 08:00:00,off,on,off,17.0,heat,on,off,21.4,20.2,69.9,spring,9.13,68.2,5.41,21.5,4.99,47.2,13.56,164.2
2020-04-29 12:00:00,off,on,off,27.0,cool,off,off,23.7,90.8,0.0003,spring,11.34,62.3,8.15,10.2,8.83,97.6,21.66,101.3
2020-04-29 14:00:00,off,off,on,19.0,heat,on,off,19.2,69.2,58.1,spring,16.86,100.8,9.31,13.1,5.68,94.4,32.6,173.1
2020-04-29 18:00:00,off,off,off,24.0,heat,off,off,20.8,95.5,0.0081,spring,8.09,51.0,5.96,22.1,6.09,75.7,36.89,50.7
2020-04-29 20:00:00,on,on,off,18.0,heat,on,on,20.5,47.0,0.0062,spring,19.46,162.2,9.88,28.5,19.87,184.7,31.53,110.2
2020-04-30 08:00:00,off,on,off,29.0,cool,off,off,24.7,44.5,58.3,spring,8.95,85.3,9.37,22.4,6.09,74.3,35.9,116.1
2020-04-30 12:00:00,off,on,off,18.0,heat,off,off,22.3,65.8,0.0074,spring,13.99,70.4,7.31,19.3,2.64,72.8,32.61,50.5
2020-04-30 14:00:00,off,off,off,25.0,cool,off,off,24.6,86.0,80.6,spring,21.69,146.2,6.17,29.2,8.44,87.1,27.28,144.3
2020-04-30 18:00:00,off,off,off,18.0,heat,on,off,22.2,92.2,0.003,spring,12.66,69.7,6.8,11.5,2.1,68.3,22.7,57.6
2020-04-30 20:00:00,on,off,off,29.0,cool,on,on,24.1,77.3,0.0033,spring,15.41,118.3,6.86,30.0,13.46,288.8,17.32,110.1
2020-05-01 08:00:00,off,on,off,24.0,cool,on,off,23.4,50.1,20.6,spring,8.06,52.4,7.64,16.7,8.46,98.3,17.07,39.2
2020-05-01 12:00:00,off,off,off,26.0,heat,off,off,21.7,27.4,0.0022,spring,8.19,76.1,9.31,19.9,8.21,55.1,33.71,72.8
2020-05-01 14:00:00,off,on,off,26.0,cool,off,off,23.7,89.5,63.2,spring,27.48,167.3,6.5,20.7,5.22,40.3,10.72,79.3
2020-05-01 18:00:00,off,off,off,23.0,cool,off,off,23.4,14.9,0.0039,spring,11.39,58.2,7.59,17.6,5.45,70.8,26.08,114.3
2020-05-01 20:00:00,on,off,off,22.0,cool,on,on,23.2,33.2,0.0063,spring,28.77,136.5,6.31,10.3,17.6,228.2,39.05,40.7
2020-05-02 08:00:00,off,on,off,22.0,cool,off,off,24.2,58.4,37.2,spring,7.81,56.0,8.52,20.6,6.14,114.8,26.02,164.6
2020-05-02 12:00:00,off,on,off,21.0,cool,off,off,23.2,38.1,0.006,spring,9.66,84.3,9.22,13.6,4.04,51.2,11.78,107.7
2020-05-02 14:00:00,off,on,off,26.0,heat,on,off,21.7,20.3,71.4,spring,24.74,141.4,8.02,25.2,5.76,100.4,21.74,113.1
2020-05-02 18:00:00,off,off,off,20.0,cool,off,off,23.7,58.4,0.0079,spring,11.17,57.0,9.9,29.5,3.35,80.7,12.22,80.0
2020-05-02 20:00:00,on,off,off,25.0,heat,off,on,20.8,82.7,0.0062,spring,17.7,127.5,9.62,29.9,16.0,194.5,39.4,45.2
2020-05-03 08:00:00,off,on,off,22.0,heat,on,off,21.2,46.8,39.9,spring,9.19,51.6,9.22,11.3,2.92,51.0,14.5,62.4
2020-05-03 12:00:00,off,off,on,23.0,heat,on,off,19.6,81.4,0.0008,spring,10.5,66.2,7.32,26.7,2.39,50.3,32.64,81.3
2020-05-03 14:00:00,off,on,on,18.0,heat,off,off,19.7,62.4,55.3,spring,23.1,111.3,5.45,17.4,6.32,103.4,20.38,101.8
2020-05-03 18:00:00,off,on,on,17.0,heat,on,off,19.7,68.1,0.0095,spring,8.29,68.7,5.46,19.3,9.64,107.7,31.95,76.4
2020-05-03 20:00:00,on,off,on,22.0,heat,off,on,19.1,27.4,0.0036,spring,19.85,159.4,9.99,25.7,19.86,297.7,28.74,72.1
2020-05-04 08:00:00,off,on,on,20.0,heat,off,off,18.9,48.5,41.5,spring,11.42,67.8,6.4,25.1,9.01,91.0,26.1,152.0
2020-05-04 12:00:00,off,on,off,16.0,heat,on,off,20.5,57.7,0.0074,spring,8.04,70.1,7.61,25.3,5.36,93.5,13.19,95.7
2020-05-04 14:00:00,off,off,off,22.0,cool,off,off,24.2,3.9,32.8,spring,19.18,151.3,5.9,18.7,2.27,63.6,11.13,123.7
2020-05-04 18:00:00,off,on,off,21.0,heat,on,off,21.0,6.5,0.0014,spring,12.66,59.2,8.38,11.3,5.66,92.7,31.55,60.1
2020-05-04 20:00:00,on,on,on,22.0,heat,on,on,18.8,74.5,0.0062,spring,20.98,160.9,8.47,29.3,18.19,184.0,14.01,56.1
2020-05-05 08:00:00,off,off,off,20.0,cool,on,off,24.7,7.0,83.9,spring,10.72,63.0,8.9,17.6,7.63,58.2,38.89,34.2
2020-05-05 12:00:00,off,on,on,20.0,heat,off,off,18.9,8.9,9.8,spring,12.63,45.5,7.52,19.2,6.05,95.7,24.13,179.9
2020-05-05 14:00:00,off,on,off,21.0,cool,on,off,23.9,46.3,36.5,spring,28.18,143.3,5.8,13.9,5.41,44.2,35.95,168.7
2020-05-05 18:00:00,off,on,on,20.0,heat,on,off,18.4,84.2,0.003,spring,12.13,88.4,8.12,18.0,4.15,86.3,22.06,139.3
2020-05-05 20:00:00,on,off,off,18.0,heat,off,on,21.8,65.0,0.0045,spring,23.68,99.2,9.26,16.2,19.14,204.3,14.81,125.2
2020-05-06 08:00:00,off,off,off,28.0,cool,on,off,24.1,6.6,54.5,spring,10.2,55.1,6.28,15.0,6.82,108.4,11.06,175.3
2020-05-06 12:00:00,off,off,off,21.0,heat,off,off,20.2,79.3,0.0082,spring,13.01,88.8,7.93,21.4,4.64,111.7,27.18,173.1
2020-05-06 14:00:00,off,on,off,22.0,heat,on,off,20.1,14.1,75.1,spring,23.9,117.8,6.76,18.2,7.92,30.8,37.82,100.0
2020-05-06 18:00:00,off,off,off,19.0,heat,off,off,20.6,93.9,0.0054,spring,9.91,47.2,6.86,23.0,4.92,31.4,30.9,41.2
2020-05-06 20:00:00,on,on,on,16.0,heat,on,on,19.6,6.8,0.0062,spring,25.97,110.4,7.89,10.3,13.36,209.2,32.45,51.4
2020-05-07 08:00:00,off,off,off,19.0,heat,off,off,22.7,68.9,83.7,spring,13.49,50.9,9.16,29.1,4.89,112.3,28.61,116.3
2020-05-07 12:00:00,off,on,off,29.0,cool,off,off,24.4,66.0,0.0076,spring,10.53,46.2,5.94,28.7,9.2,101.2,17.22,165.3
2020-05-07 14:00:00,off,on,off,21.0,heat,off,off,20.5,31.7,83.9,spring,23.66,140.6,5.79,16.4,3.02,69.0,20.29,116.6
2020-05-07 18:00:00,off,off,off,24.0,heat,off,off,22.5,48.0,0.0081,spring,11.86,83.7,5.66,11.1,7.05,83.8,18.5,155.5
2020-05-07 20:00:00,on,off,off,21.0,cool,off,on,24.2,63.1,0.0001,spring,25.4,170.3,8.33,22.3,19.71,254.4,23.6,157.3
2020-05-08 08:00:00,off,off,on,20.0,heat,off,off,18.3,83.9,47.9,spring,14.27,58.7,7.57,24.0,9.89,57.4,12.02,165.1
2020-05-08 12:00:00,off,on,off,18.0,heat,off,off,20.6,43.7,0.0047,spring,8.07,86.4,7.94,24.3,5.31,111.3,27.35,79.7
2020-05-08 14:00:00,off,off,off,19.0,cool,off,off,23.4,70.2,56.2,spring,19.8,121.2,5.45,27.0,6.8,78.2,13.19,91.7
2020-05-08 18:00:00,off,off,off,26.0,heat,on,off,23.0,17.3,0.0066,spring,8.31,82.3,8.98,10.3,2.83,38.9,10.29,176.8
2020-05-08 20:00:00,on,on,off,22.0,heat,off,off,21.9,76.9,14.9,spring,15.28,105.2,5.19,21.2,18.56,275.1,19.88,76.9
2020-05-09 08:00:00,off,on,off,17.0,heat,off,off,20.9,7.7,69.3,spring,11.13,52.1,9.15,26.3,7.17,30.5,32.29,93.0
2020-05-09 12:00:00,off,off,off,26.0,heat,on,off,21.2,37.3,0.0064,spring,14.55,88.5,8.71,25.0,9.21,42.5,27.28,74.8
2020-05-09 14:00:00,off,on,on,17.0,heat,on,off,18.1,67.8,98.0,spring,25.58,175.5,8.4,17.7,3.36,48.0,22.0,96.1
2020-05-09 18:00:00,off,on,off,25.0,heat,off,off,22.8,73.9,0.0078,spring,13.14,65.3,9.7,22.4,6.51,41.1,14.96,77.7
2020-05-09 20:00:00,on,off,off,22.0,cool,off,on,23.1,50.1,0.0015,spring,27.68,91.4,8.28,21.8,16.66,184.9,36.0,71.9
2020-05-10 08:00:00,off,on,on,19.0,heat,on,off,18.8,84.6,85.9,spring,10.2,61.7,8.61,12.5,5.08,30.3,26.37,34.8
2020-05-10 12:00:00,off,off,off,17.0,heat,on,off,21.6,36.4,0.0054,spring,8.49,75.2,8.59,22.5,5.27,116.6,22.17,76.4
2020-05-10 14:00:00,off,on,off,22.0,cool,off,off,24.7,88.0,95.4,spring,26.13,124.9,7.27,22.9,2.89,107.9,34.75,154.6
2020-05-10 18:00:00,off,on,on,24.0,heat,on,off,19.3,78.8,0.0027,spring,14.36,83.8,5.28,10.3,2.34,77.0,19.96,34.3
2020-05-10 20:00:00,on,on,off,21.0,heat,on,on,21.2,89.3,0.0063,spring,15.05,139.3,5.23,12.8,19.67,266.3,32.26,150.9
2020-05-11 08:00:00,off,off,on,19.0,heat,on,off,18.9,60.9,90.1,spring,7.63,56.6,8.37,27.9,5.07,104.6,14.25,97.6
2020-05-11 12:00:00,off,on,on,18.0,heat,off,off,18.5,84.7,0.0016,spring,14.96,63.3,6.07,29.2,2.64,41.9,21.24,143.3
2020-05-11 14:00:00,off,off,off,22.0,cool,off,off,24.2,0.7,44.5,spring,19.56,108.8,8.37,22.8,5.9,82.1,33.27,99.1
2020-05-11 18:00:00,off,off,off,26.0,heat,on,off,21.6,15.9,0.0074,spring,13.7,65.9,8.41,25.1,7.38,86.0,38.68,87.0
2020-05-11 20:00:00,on,on,off,23.0,cool,off,on,23.2,22.8,0.0083,spring,18.45,137.1,5.55,16.8,16.48,252.1,33.33,145.1
2020-05-12 08:00:00,off,on,off,20.0,heat,off,off,20.6,57.8,34.5,spring,12.82,65.1,7.19,28.7,4.89,115.2,30.05,125.6
2020-05-12 12:00:00,off,off,off,28.0,cool,on,off,23.4,26.4,9.7,spring,14.0,75.7,7.02,16.8,8.16,107.6,19.12,37.8
2020-05-12 14:00:00,off,off,on,19.0,heat,on,off,18.5,17.9,70.7,spring,19.42,129.6,5.72,28.6,5.0,45.5,25.22,75.8
2020-05-12 18:00:00,off,off,off,19.0,heat,off,off,21.2,42.4,0.0071,spring,12.68,89.7,9.17,18.5,2.85,35.0,38.83,103.0
2020-05-12 20:00:00,on,off,off,21.0,heat,off,on,20.1,1.6,0.0075,spring,24.64,109.9,7.91,27.2,10.22,183.8,26.08,171.1
2020-05-13 08:00:00,off,on,off,25.0,cool,on,off,23.5,68.5,51.6,spring,11.96,85.1,9.32,14.0,6.14,36.0,29.64,130.6
2020-05-13 12:00:00,off,on,off,23.0,heat,on,off,22.3,79.8,0.0022,spring,13.54,57.6,5.08,17.3,9.99,82.4,10.72,70.9
2020-05-13 14:00:00,off,off,on,18.0,heat,off,off,18.3,99.7,35.8,spring,25.23,146.3,6.15,21.9,9.34,52.4,12.93,62.3
2020-05-13 18:00:00,off,off,off,26.0,cool,on,off,24.6,8.6,0.0053,spring,11.95,89.4,9.98,24.5,7.47,96.7,18.25,159.8
2020-05-13 20:00:00,on,off,off,29.0,cool,on,on,24.9,4.0,0.009,spring,19.94,133.9,6.9,28.3,18.55,188.7,33.2,168.1
2020-05-14 08:00:00,off,off,on,25.0,heat,on,off,20.0,59.8,43.4,spring,10.6,84.7,8.94,22.4,4.45,85.0,28.41,126.0
2020-05-14 12:00:00,off,off,off,18.0,heat,off,off,22.7,1.7,0.0091,spring,13.59,86.9,8.62,26.2,6.3,74.0,33.17,99.9
2020-05-14 14:00:00,off,on,off,26.0,heat,off,off,22.7,93.2,75.3,spring,18.47,164.4,9.43,23.5,9.97,65.4,33.44,118.9
2020-05-14 18:00:00,off,off,off,26.0,cool,off,off,23.1,17.8,0.0028,spring,8.24,52.9,5.2,17.3,6.89,75.3,18.19,70.9
2020-05-14 20:00:00,on,off,off,21.0,heat,on,on,22.7,88.7,0.0064,spring,19.84,151.0,7.69,19.2,16.38,248.5,16.74,50.2
2020-05-15 08:00:00,off,off,on,21.0,heat,on,off,18.6,24.9,60.2,spring,12.63,87.2,7.92,11.0,9.84,57.4,22.7,131.7
2020-05-15 12:00:00,off,off,off,27.0,cool,off,off,23.3,40.2,0.0052,spring,13.93,75.7,7.97,24.1,3.79,97.9,19.24,118.3
2020-05-15 14:00:00,off,on,off,19.0,heat,on,off,22.7,26.7,66.9,spring,29.27,138.9,7.8,26.8,2.07,89.9,20.67,51.7
2020-05-15 18:00:00,off,on,on,18.0,heat,on,off,19.1,2.0,0.0084,spring,8.07,61.6,9.75,18.4,3.72,44.8,17.61,79.7
2020-05-15 20:00:00,on,off,on,23.0,heat,on,on,19.6,94.6,0.0031,spring,17.83,158.4,6.96,19.4,19.16,276.9,23.83,89.7
2020-05-16 08:00:00,off,on,off,18.0,heat,on,off,21.3,18.4,84.0,spring,7.82,89.4,6.62,15.1,7.8,113.4,16.85,142.0
2020-05-16 12:00:00,off,off,on,19.0,heat,on,off,18.7,51.1,0.0097,spring,11.19,60.9,5.87,12.9,9.06,118.9,11.7,124.4
2020-05-16 14:00:00,off,on,on,17.0,heat,on,off,18.8,68.5,31.4,spring,28.83,170.1,9.32,25.2,8.88,115.6,20.85,144.9
2020-05-16 18:00:00,off,on,off,28.0,cool,off,off,24.1,79.9,0.0054,spring,13.23,80.5,9.74,15.1,6.39,105.1,29.01,146.6
2020-05-16 20:00:00,on,off,off,16.0,heat,off,on,21.1,2.3,0.0,spring,28.83,148.1,7.24,26.8,12.5,215.9,27.06,144.0
2020-05-17 08:00:00,off,off,off,20.0,cool,off,off,24.0,39.7,64.4,spring,7.72,45.2,9.63,12.0,5.9,35.1,27.78,31.4
2020-05-17 12:00:00,off,on,on,21.0,heat,on,off,19.9,60.1,0.0071,spring,8.67,87.5,7.66,12.1,9.6,63.1,31.0,74.6
