timestamp,lights,fan,ac_status,ac_temperature,ac_mode,heater_switch,laundry_machine,temperature,humidity,distance_from_house,season,ac_energy,ac_duration,heater_energy,heater_duration,lights_energy,lights_duration,laundry_energy,laundry_duration,fan_energy,fan_duration
2020-05-02 14:00:00,off,off,on,21.0,heat,on,off,21.2,35.4,67.7,spring,27.59,103.1,9.67,25.3,9.4,91.9,29.71,64.6,3.83,79.5
2020-05-02 18:00:00,off,off,on,22.0,heat,off,off,22.4,21.8,0.0041,spring,10.43,74.7,8.62,10.7,7.5,85.8,22.26,132.6,2.28,72.7
2020-05-02 20:00:00,off,on,on,24.0,heat,off,on,20.9,48.4,0.0039,spring,23.46,109.2,6.63,12.7,16.14,218.3,35.79,62.7,2.44,108.9
2020-05-03 08:00:00,on,on,on,23.0,heat,off,off,21.8,91.4,86.3,spring,10.64,53.2,6.76,27.0,5.58,49.1,13.68,176.1,2.69,109.4
2020-05-03 12:00:00,off,off,on,21.0,cool,off,off,24.8,10.7,0.0067,spring,13.13,63.3,7.57,12.6,6.01,68.4,27.02,90.3,4.36,184.8
2020-05-03 14:00:00,off,off,off,24.0,heat,off,off,19.8,38.3,93.1,spring,20.31,139.6,6.43,23.8,2.62,64.5,15.63,108.0,3.91,108.6
2020-05-03 18:00:00,off,off,off,19.0,heat,on,off,18.5,45.0,0.0065,spring,8.05,46.1,9.46,26.2,4.22,48.3,18.99,162.8,2.06,84.5
2020-05-03 20:00:00,off,off,off,18.0,heat,off,on,18.5,22.6,0.008,spring,16.56,128.3,5.56,29.3,18.82,278.4,21.05,145.6,3.64,90.8
2020-05-04 08:00:00,on,off,off,22.0,heat,off,off,18.7,93.2,79.1,spring,14.39,70.1,7.27,16.4,5.15,109.6,25.72,175.5,3.4,102.4
2020-05-04 12:00:00,off,off,on,18.0,heat,off,off,22.6,70.0,18.6,spring,11.86,75.7,9.71,25.3,5.33,74.4,17.72,44.0,6.87,180.7
2020-05-04 14:00:00,off,off,on,20.0,heat,on,off,22.6,98.3,46.3,spring,16.4,127.4,5.67,22.3,3.36,70.0,15.33,108.3,2.96,71.0
2020-05-04 18:00:00,off,off,off,17.0,heat,on,off,18.4,99.8,0.0069,spring,11.32,59.5,8.6,14.3,7.53,98.8,16.23,166.5,3.91,94.2
2020-05-04 20:00:00,off,on,on,18.0,heat,on,on,21.8,19.8,0.0015,spring,26.8,102.7,5.87,29.3,12.75,210.4,26.4,99.3,3.07,66.2
2020-05-05 08:00:00,on,off,on,24.0,heat,off,off,21.8,39.2,96.9,spring,7.77,83.5,8.2,12.5,8.12,32.3,26.27,68.9,3.62,106.4
2020-05-05 12:00:00,off,off,off,21.0,heat,on,off,19.9,48.3,0.0022,spring,8.21,55.0,5.68,10.2,2.02,110.0,13.72,55.6,5.32,185.8
2020-05-05 14:00:00,off,on,on,20.0,heat,off,off,22.1,13.7,94.9,spring,19.12,137.0,7.83,26.8,8.68,40.6,11.2,93.7,3.41,62.3
2020-05-05 18:00:00,off,off,off,17.0,heat,on,off,18.2,30.8,0.0008,spring,8.56,86.8,9.85,13.4,8.56,35.3,23.52,47.6,2.52,98.2
2020-05-05 20:00:00,off,on,off,17.0,heat,off,off,18.8,17.1,16.9,spring,28.96,166.1,5.8,29.3,15.37,220.6,29.83,103.9,3.74,75.9
2020-05-06 08:00:00,on,on,off,19.0,heat,on,off,19.0,79.1,84.9,spring,9.35,88.7,5.09,13.4,2.54,30.7,38.79,112.9,3.0,105.0
2020-05-06 12:00:00,off,on,on,21.0,heat,off,off,21.7,43.9,0.0023,spring,14.9,48.9,6.18,10.9,7.33,94.6,17.53,94.3,6.76,218.3
2020-05-06 14:00:00,off,off,on,19.0,heat,off,off,20.9,10.5,83.2,spring,20.21,151.4,6.04,10.3,7.18,52.1,25.35,169.6,2.36,117.1
2020-05-06 18:00:00,off,on,on,23.0,heat,on,off,21.7,20.9,19.1,spring,13.82,60.5,7.59,21.1,3.54,69.8,31.62,125.9,2.9,81.5
2020-05-06 20:00:00,off,off,on,26.0,heat,off,on,21.5,69.6,0.0028,spring,24.5,107.7,9.02,28.7,11.91,291.0,12.73,92.0,3.83,85.5
2020-05-07 08:00:00,on,on,on,22.0,cool,off,off,24.4,28.8,21.1,spring,13.69,49.0,8.37,18.0,8.89,82.7,38.47,164.5,2.53,66.8
2020-05-07 12:00:00,off,off,on,26.0,heat,off,off,22.3,9.9,0.009,spring,10.61,67.3,7.75,28.2,5.07,46.0,33.57,148.7,5.9,227.4
2020-05-07 14:00:00,off,off,on,19.0,cool,off,off,23.6,28.4,20.8,spring,16.87,132.6,6.9,19.9,9.95,35.6,18.68,155.3,2.74,61.5
2020-05-07 18:00:00,off,on,on,26.0,heat,on,off,22.8,89.7,0.0038,spring,12.87,55.8,8.29,25.1,8.18,119.5,30.73,69.8,2.15,95.7
2020-05-07 20:00:00,off,on,on,26.0,cool,on,on,24.5,90.8,0.0056,spring,24.99,115.0,9.42,10.5,11.74,261.9,29.91,141.7,3.09,111.1
2020-05-08 08:00:00,on,on,off,17.0,heat,off,off,19.5,42.6,42.9,spring,10.64,83.9,9.09,10.3,6.98,108.7,11.09,165.1,3.38,100.3
2020-05-08 12:00:00,off,off,on,26.0,heat,off,off,21.6,46.1,0.0089,spring,8.9,45.6,9.12,29.2,5.38,33.1,19.84,61.3,4.8,219.5
2020-05-08 14:00:00,off,off,on,23.0,cool,off,off,23.6,56.1,55.1,spring,30.0,178.9,6.14,22.5,9.22,32.7,23.33,145.3,3.26,72.5
2020-05-08 18:00:00,off,on,on,24.0,heat,off,off,21.8,86.7,10.2,spring,10.09,78.1,8.85,14.2,7.31,43.5,19.33,146.8,2.92,89.7
2020-05-08 20:00:00,off,on,off,23.0,heat,off,on,18.8,93.2,0.0,spring,17.72,118.3,7.75,27.0,13.12,206.9,25.46,132.2,3.43,111.0
2020-05-09 08:00:00,on,off,on,18.0,heat,on,off,21.3,74.4,91.6,spring,8.06,73.6,6.71,13.4,7.53,71.5,30.92,62.4,3.01,102.7
2020-05-09 12:00:00,off,on,on,20.0,cool,on,off,24.8,22.8,0.0067,spring,9.28,52.6,9.48,24.7,5.06,60.4,30.76,155.6,5.93,200.0
2020-05-09 14:00:00,off,off,off,21.0,heat,on,off,18.7,18.4,20.1,spring,23.37,104.1,8.58,19.6,4.33,70.7,17.92,153.4,3.1,116.5
2020-05-09 18:00:00,off,on,off,18.0,heat,on,off,18.0,77.4,0.0037,spring,12.96,57.0,5.36,11.7,2.47,110.8,35.6,180.0,2.52,99.1
2020-05-09 20:00:00,off,on,on,28.0,cool,on,off,24.5,19.7,1.2,spring,18.04,178.5,8.64,27.3,15.31,295.2,39.07,123.5,2.21,83.1
2020-05-10 08:00:00,on,on,on,19.0,heat,on,off,22.9,7.7,87.5,spring,10.94,60.5,7.78,18.5,2.73,95.5,13.86,65.2,2.28,99.7
2020-05-10 12:00:00,off,on,on,26.0,heat,off,off,21.8,57.1,0.0086,spring,10.38,74.2,9.35,16.2,7.59,54.8,39.31,32.1,4.35,194.8
2020-05-10 14:00:00,off,off,on,25.0,heat,off,off,20.6,50.5,69.1,spring,19.45,127.4,8.93,13.1,7.26,74.3,11.12,135.7,2.76,67.4
2020-05-10 18:00:00,off,off,off,16.0,heat,on,off,18.3,51.7,0.0043,spring,10.54,60.1,6.17,24.4,5.16,52.0,14.28,30.7,2.93,61.6
2020-05-10 20:00:00,off,on,on,23.0,cool,off,on,23.6,4.4,0.0078,spring,19.87,92.8,9.96,29.4,11.99,285.6,13.99,98.8,2.98,80.7
2020-05-11 08:00:00,on,on,off,18.0,heat,off,off,18.2,75.3,34.4,spring,9.99,85.1,8.9,16.9,5.33,40.8,26.43,70.7,2.25,76.1
2020-05-11 12:00:00,off,on,on,19.0,heat,off,off,20.2,7.6,0.0081,spring,12.87,79.1,8.75,26.8,9.04,99.0,31.37,144.3,5.48,189.4
2020-05-11 14:00:00,off,on,off,19.0,heat,on,off,18.3,20.2,32.1,spring,26.05,107.1,8.32,15.4,3.44,66.0,16.13,89.0,3.44,81.1
2020-05-11 18:00:00,off,on,on,26.0,heat,off,off,22.7,29.0,0.0005,spring,11.62,69.8,7.99,15.7,7.32,112.4,12.36,126.1,2.57,97.0
2020-05-11 20:00:00,off,on,off,21.0,heat,off,off,19.4,66.0,5.2,spring,15.77,145.4,9.38,14.3,18.68,277.2,26.66,168.1,2.59,61.0
2020-05-12 08:00:00,on,on,on,24.0,cool,on,off,23.2,91.5,50.5,spring,10.68,45.6,6.15,26.2,7.01,96.4,15.91,118.6,2.94,101.4
2020-05-12 12:00:00,off,off,on,28.0,cool,off,off,24.3,33.3,0.0029,spring,11.53,67.2,9.31,23.1,3.24,102.3,28.31,108.4,5.49,229.8
2020-05-12 14:00:00,off,off,on,21.0,heat,off,off,22.6,83.4,76.7,spring,21.65,142.9,6.78,22.3,6.55,60.9,36.55,126.6,2.32,75.0
2020-05-12 18:00:00,off,off,on,28.0,cool,on,off,23.2,66.4,0.0017,spring,9.96,70.5,9.19,10.3,6.88,69.1,34.54,155.0,2.78,91.7
2020-05-12 20:00:00,off,on,on,26.0,cool,off,on,24.5,54.3,0.0012,spring,28.87,110.4,5.98,26.7,12.16,221.0,39.26,124.8,2.96,81.4
2020-05-13 08:00:00,on,on,on,27.0,cool,off,off,24.7,24.6,56.1,spring,8.58,89.0,5.58,19.7,8.53,62.2,13.97,89.0,2.68,87.9
2020-05-13 12:00:00,off,off,on,24.0,cool,off,off,24.4,13.7,0.0066,spring,10.54,50.3,7.97,11.2,2.44,83.8,15.93,105.7,5.89,199.1
2020-05-13 14:00:00,off,off,off,16.0,heat,on,off,19.0,94.5,25.7,spring,24.1,120.7,5.73,28.9,9.4,60.4,33.39,59.8,2.45,93.1
2020-05-13 18:00:00,off,on,off,16.0,heat,on,off,18.1,8.2,0.0094,spring,7.77,59.5,9.36,18.1,4.82,37.9,23.34,126.4,3.44,104.1
2020-05-13 20:00:00,off,on,off,17.0,heat,off,on,19.1,92.3,0.0023,spring,17.23,121.7,7.13,28.1,10.92,230.2,22.98,160.2,2.51,61.8
